cdscod;cds;studente;avg_voto;num_esami;max;min;diff_day;diff_day_norm;avg_voto_norm;num_esami_norm;studente;ratio
I0201D;[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);9A6593CE403DC758E9C6736E0DEE184550F4E65F;22;19;25/09/2017;10/01/2017;258;0,556034483;0,733333333;0,703703704;9A6593CE403DC758E9C6736E0DEE184550F4E65F;0,522876756
E3301M;[E3301M] ECONOMIA E COMMERCIO;0FF3B984603F3AB52237187B01463685B90FD076;26,2;9;13/09/2017;01/02/2017;224;0,482758621;0,873333333;0,333333333;0FF3B984603F3AB52237187B01463685B90FD076;0,522873563
I0201D;[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);4D7D5AA1B1251815658576ED15A66921659BA904;24,66666667;10;12/07/2017;09/01/2017;184;0,396551724;0,822222222;0,37037037;4D7D5AA1B1251815658576ED15A66921659BA904;0,522860792
E3101Q;[E3101Q] INFORMATICA;705A71640F695E294B7454C4F1E72D55ADA25714;27,6;7;19/09/2017;23/01/2017;239;0,515086207;0,92;0,259259259;705A71640F695E294B7454C4F1E72D55ADA25714;0,522859195
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;6F5FDA0D4DA599D5095DF4105FFADA6C364C5C79;27,66666667;7;09/10/2017;08/02/2017;243;0,523706897;0,922222222;0,259259259;6F5FDA0D4DA599D5095DF4105FFADA6C364C5C79;0,52285281
F5104P;[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA;9B036F6AB8506F41B29A7761298197407B022104;27,66666667;7;19/09/2017;19/01/2017;243;0,523706897;0,922222222;0,259259259;9B036F6AB8506F41B29A7761298197407B022104;0,52285281
581;[581] GIURISPRUDENZA;CF0DC39A1D18B460A302B142B823F6D30E6D364E;25,6;10;25/09/2017;14/02/2017;223;0,480603448;0,853333333;0,37037037;CF0DC39A1D18B460A302B142B823F6D30E6D364E;0,522851213
I0301D;[I0301D] IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE);C380B3043FFB3AE61B8E3B61EE59B2775B8C56AC;26,5;9;29/09/2017;03/02/2017;238;0,512931034;0,883333333;0,333333333;C380B3043FFB3AE61B8E3B61EE59B2775B8C56AC;0,522844828
E4102B;[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI;6BC013FDA6CABC04C949DA70CA216FDCCF417E9A;26,71428571;8;27/06/2017;18/11/2016;221;0,476293103;0,89047619;0,296296296;6BC013FDA6CABC04C949DA70CA216FDCCF417E9A;0,522824302
581;[581] GIURISPRUDENZA;D01BDDB19C85EFA49CA2649DD06293A0460809BD;28,4;8;28/11/2017;23/01/2017;309;0,665948276;0,946666667;0,296296296;D01BDDB19C85EFA49CA2649DD06293A0460809BD;0,522822478
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;860DDB7EDB7B2F55B2EAA0D9C3CFEB28B31FBEA7;25,6;11;19/09/2017;17/01/2017;245;0,528017241;0,853333333;0,407407407;860DDB7EDB7B2F55B2EAA0D9C3CFEB28B31FBEA7;0,522811303
581;[581] GIURISPRUDENZA;5A40A6109CC96F8423F1A31CEEB809BA095F97E7;25,33333333;10;30/11/2017;02/05/2017;212;0,456896552;0,844444444;0,37037037;5A40A6109CC96F8423F1A31CEEB809BA095F97E7;0,522796935
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;730882B1B747595141FB4CFA6044A1F0CA309F8A;26;9;19/07/2017;16/12/2016;215;0,463362069;0,866666667;0,333333333;730882B1B747595141FB4CFA6044A1F0CA309F8A;0,522772989
E1802M;[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE;E316F10C0C6A3BC4E978BAA75F78132AD761CA26;26;9;18/09/2017;15/02/2017;215;0,463362069;0,866666667;0,333333333;E316F10C0C6A3BC4E978BAA75F78132AD761CA26;0,522772989
I0102D;[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);A76D77366C26741E53877A05FA8D6724209954A1;26,625;9;12/09/2017;11/01/2017;244;0,525862069;0,8875;0,333333333;A76D77366C26741E53877A05FA8D6724209954A1;0,522772989
I0102D;[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);B8A46F1D33BCB31DE0F489EA64751CC05E4FCA0B;26,625;9;12/09/2017;11/01/2017;244;0,525862069;0,8875;0,333333333;B8A46F1D33BCB31DE0F489EA64751CC05E4FCA0B;0,522772989
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;32C9F60246C59340DFE11DDA249E28D9AFEFC0A8;25,71428571;8;12/07/2017;24/01/2017;169;0,364224138;0,857142857;0,296296296;32C9F60246C59340DFE11DDA249E28D9AFEFC0A8;0,522760445
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;08DE4C65E53AC1B91F99A837F08205DA11CBA0A2;26,66666667;9;27/09/2017;24/01/2017;246;0,530172414;0,888888889;0,333333333;08DE4C65E53AC1B91F99A837F08205DA11CBA0A2;0,522749042
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;89CD2FADA7E5D763293A58CE10BB42BDCC906B38;26,66666667;9;19/09/2017;16/01/2017;246;0,530172414;0,888888889;0,333333333;89CD2FADA7E5D763293A58CE10BB42BDCC906B38;0,522749042
E1801M;[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;E98C882F2616AD75CA7B353CAE90C63E95BD5944;26;7;26/06/2017;02/02/2017;144;0,310344828;0,866666667;0,259259259;E98C882F2616AD75CA7B353CAE90C63E95BD5944;0,522733078
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;4F5DC685225100085C0706ED7903B0CB32E5FA77;26,42857143;9;12/09/2017;20/01/2017;235;0,506465517;0,880952381;0,333333333;4F5DC685225100085C0706ED7903B0CB32E5FA77;0,522731938
E3101Q;[E3101Q] INFORMATICA;95A0D7167C538D0BE1282E4341DADAB946A307AF;25,2;13;19/10/2017;26/01/2017;266;0,573275862;0,84;0,481481481;95A0D7167C538D0BE1282E4341DADAB946A307AF;0,522729885
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;0165D53BA0934101BD8F0424DF458E454C8AFA95;26,5;7;25/07/2017;01/02/2017;174;0,375;0,883333333;0,259259259;0165D53BA0934101BD8F0424DF458E454C8AFA95;0,522685185
E3001Q;[E3001Q] FISICA;A748C1310DE76A2E525F05E37684B7CD69320CD9;26,5;7;24/07/2017;31/01/2017;174;0,375;0,883333333;0,259259259;A748C1310DE76A2E525F05E37684B7CD69320CD9;0,522685185
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;E961A5977F9115D23028C86FF3D6F87785D02CAF;26,5;7;25/07/2017;01/02/2017;174;0,375;0,883333333;0,259259259;E961A5977F9115D23028C86FF3D6F87785D02CAF;0,522685185
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;1B7E73486ED098279341607AF3DE9A441BABDDE6;25,75;11;28/09/2017;20/01/2017;251;0,540948276;0,858333333;0,407407407;1B7E73486ED098279341607AF3DE9A441BABDDE6;0,522677203
E3901N;[E3901N] SERVIZIO SOCIALE;C91125F6D02511C9B4883DA1FEC9EFB46E9BE78D;26,8;8;14/07/2017;30/11/2016;226;0,487068966;0,893333333;0,296296296;C91125F6D02511C9B4883DA1FEC9EFB46E9BE78D;0,52265645
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;4D650EF14F62EE024AD9A7C69844C4F2F6FBEF8C;26,83333333;10;20/09/2017;19/12/2016;275;0,592672414;0,894444444;0,37037037;4D650EF14F62EE024AD9A7C69844C4F2F6FBEF8C;0,522653257
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;8A705399FE2BCB66D63CAEA58C29C3A55EEC8ADA;24,75;8;26/09/2017;30/05/2017;119;0,256465517;0,825;0,296296296;8A705399FE2BCB66D63CAEA58C29C3A55EEC8ADA;0,522653257
E0201Q;[E0201Q] BIOTECNOLOGIE;7892ADB47188D3C5B700EC4BC70AE0E0FFD80043;27;10;26/10/2017;17/01/2017;282;0,607758621;0,9;0,37037037;7892ADB47188D3C5B700EC4BC70AE0E0FFD80043;0,522637292
E3401Q;[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE;B07E29D37E7B30974E6A9C41ABAE19BDA9B8C04B;25;9;18/07/2017;30/01/2017;169;0,364224138;0,833333333;0,333333333;B07E29D37E7B30974E6A9C41ABAE19BDA9B8C04B;0,52262931
E0201Q;[E0201Q] BIOTECNOLOGIE;63DD8294A1C22FE661286C8D071B59CBB11505D4;26,71428571;7;19/07/2017;13/01/2017;187;0,403017241;0,89047619;0,259259259;63DD8294A1C22FE661286C8D071B59CBB11505D4;0,522624749
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;0DC60A4C3C5002DB9AB72C3477F89EFE1EF8189F;27,14285714;8;21/09/2017;20/01/2017;244;0,525862069;0,904761905;0,296296296;0DC60A4C3C5002DB9AB72C3477F89EFE1EF8189F;0,522623609
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;58C31227D9A9ECFF0E6C6B37F7F9B5D986A08414;27,14285714;8;21/09/2017;20/01/2017;244;0,525862069;0,904761905;0,296296296;58C31227D9A9ECFF0E6C6B37F7F9B5D986A08414;0,522623609
E1501N;[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE;EB53881763E2BEB1B8E7ABB004A16BF1912E3320;27,16666667;10;20/09/2017;05/12/2016;289;0,622844828;0,905555556;0,37037037;EB53881763E2BEB1B8E7ABB004A16BF1912E3320;0,522621328
E1803M;[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI;9544F20B2385840D5EE64D23E093E30057AC36F6;27,2;7;21/09/2017;17/02/2017;216;0,465517241;0,906666667;0,259259259;9544F20B2385840D5EE64D23E093E30057AC36F6;0,522618135
I0301D;[I0301D] IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE);471B7D7A06F921CC657DDADF8C7B1D8B126E2E45;27,33333333;7;15/09/2017;03/02/2017;224;0,482758621;0,911111111;0,259259259;471B7D7A06F921CC657DDADF8C7B1D8B126E2E45;0,522605364
581;[581] GIURISPRUDENZA;3223985D0EB2F85C5FDD4B5780F6ABE3318C469E;27,4;7;26/09/2017;10/02/2017;228;0,49137931;0,913333333;0,259259259;3223985D0EB2F85C5FDD4B5780F6ABE3318C469E;0,522598978
E0201Q;[E0201Q] BIOTECNOLOGIE;52EB5DB6C67A4A0B5BD79CA97C2E20273BAE0DDA;26,66666667;11;26/10/2017;13/01/2017;286;0,61637931;0,888888889;0,407407407;52EB5DB6C67A4A0B5BD79CA97C2E20273BAE0DDA;0,5225894
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;E8A89BB2823BE594326F2C5C4F8A8B2C6C2840AE;26,33333333;9;19/07/2017;30/11/2016;231;0,497844828;0,877777778;0,333333333;E8A89BB2823BE594326F2C5C4F8A8B2C6C2840AE;0,522581418
I0101D;[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);843E9B58C7B432E2DC59D636B6528E627524A361;25,75;15;14/11/2017;10/01/2017;308;0,663793103;0,858333333;0,555555556;843E9B58C7B432E2DC59D636B6528E627524A361;0,522557471
I0201D;[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);D9C49A552F48FA524591B06DECF2B2D6F986B919;24,5;9;12/07/2017;16/02/2017;146;0,314655172;0,816666667;0,333333333;D9C49A552F48FA524591B06DECF2B2D6F986B919;0,522557471
E1401A;[E1401A] SCIENZE DEI SERVIZI GIURIDICI;5073B5151B9C2C2A7DABB2D19B34186DC2487C84;23;16;28/09/2017;25/01/2017;246;0,530172414;0,766666667;0,592592593;5073B5151B9C2C2A7DABB2D19B34186DC2487C84;0,522541507
E3401Q;[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE;53D846384FDC653244230B5793F1DD38B25C6102;25,5;13;23/11/2017;20/02/2017;276;0,594827586;0,85;0,481481481;53D846384FDC653244230B5793F1DD38B25C6102;0,522541507
E1802M;[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE;CE57B77634CA25A49D1A7CA249133E9F708FCF6E;25,375;8;26/06/2017;25/01/2017;152;0,327586207;0,845833333;0,296296296;CE57B77634CA25A49D1A7CA249133E9F708FCF6E;0,522533525
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;19A9D9F4FD2132272340C5B185C9779194692610;27,71428571;7;28/09/2017;24/01/2017;247;0,532327586;0,923809524;0,259259259;19A9D9F4FD2132272340C5B185C9779194692610;0,522528964
E0201Q;[E0201Q] BIOTECNOLOGIE;267D0F685956C20014FAABD7F2BB0D8ACC1196CF;28,25;7;23/10/2017;17/01/2017;279;0,601293103;0,941666667;0,259259259;267D0F685956C20014FAABD7F2BB0D8ACC1196CF;0,522517561
F8204B;[F8204B] SCIENZE STATISTICHE ED ECONOMICHE;37C8611FDE2D1EA7F57276911B899BCD94FD9197;26,6;8;28/06/2017;24/11/2016;216;0,465517241;0,886666667;0,296296296;37C8611FDE2D1EA7F57276911B899BCD94FD9197;0,522515964
E2001R;[E2001R] COMUNICAZIONE INTERCULTURALE;333CBCCAD1350E47D0602ACABCF2365936A5FEE9;26,25;10;26/09/2017;18/01/2017;251;0,540948276;0,875;0,37037037;333CBCCAD1350E47D0602ACABCF2365936A5FEE9;0,522509579
E3101Q;[E3101Q] INFORMATICA;7CF416CB1A34E0C55119AD12FFFA5BC4A666581C;27,5;8;16/10/2017;26/01/2017;263;0,566810345;0,916666667;0,296296296;7CF416CB1A34E0C55119AD12FFFA5BC4A666581C;0,522509579
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;8BB1C7A1DC49BB95B5A9912E4BF791B22A74A3D1;26,5;9;20/09/2017;24/01/2017;239;0,515086207;0,883333333;0,333333333;8BB1C7A1DC49BB95B5A9912E4BF791B22A74A3D1;0,522485632
I0201D;[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);E8B9E39CFE1E5651321E5073F0067253A538EDC3;25,28571429;12;27/09/2017;17/01/2017;253;0,545258621;0,842857143;0,444444444;E8B9E39CFE1E5651321E5073F0067253A538EDC3;0,522482211
E1401A;[E1401A] SCIENZE DEI SERVIZI GIURIDICI;741D00D97B6D17815E917A12264F6E7845DF41DA;25,33333333;8;22/06/2017;23/01/2017;150;0,323275862;0,844444444;0,296296296;741D00D97B6D17815E917A12264F6E7845DF41DA;0,52247765
E3301M;[E3301M] ECONOMIA E COMMERCIO;AD37F67323569A1E78366991CDFE449DBFAFDC4B;27;8;19/09/2017;25/01/2017;237;0,510775862;0,9;0,296296296;AD37F67323569A1E78366991CDFE449DBFAFDC4B;0,52247765
F7702M;[F7702M] MARKETING E MERCATI GLOBALI;EC3394B60D553B62EDA4C02868AC8C8F1E5E362D;27;8;19/09/2017;25/01/2017;237;0,510775862;0,9;0,296296296;EC3394B60D553B62EDA4C02868AC8C8F1E5E362D;0,52247765
I0302D;[I0302D] TECNICHE DI LABORATORIO BIOMEDICO (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI LABORATORIO BIOMEDICO);129395C5A4F0428BB42806E475444895F49A8774;25;11;14/09/2017;03/02/2017;223;0,480603448;0,833333333;0,407407407;129395C5A4F0428BB42806E475444895F49A8774;0,522469668
E2004P;[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;3C1BFF063307031F53962BE922CDC640C59DB71B;26,28571429;7;28/06/2017;17/01/2017;162;0,349137931;0,876190476;0,259259259;3C1BFF063307031F53962BE922CDC640C59DB71B;0,522466247
F5102P;[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;1865EAACDF6816D1447B9A83A3FED1F7E93B24D0;26,8;9;27/09/2017;17/01/2017;253;0,545258621;0,893333333;0,333333333;1865EAACDF6816D1447B9A83A3FED1F7E93B24D0;0,522456897
F7701M;[F7701M] SCIENZE ECONOMICO-AZIENDALI;ECD029EF30591E0361640BB0E65A6FA24A36F666;25,6;8;14/07/2017;31/01/2017;164;0,353448276;0,853333333;0,296296296;ECD029EF30591E0361640BB0E65A6FA24A36F666;0,522452107
I0101D;[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);820F2D6E2D44FCAE2AD6816C56EE9D9D2C2215D2;26,5;11;22/09/2017;16/12/2016;280;0,603448276;0,883333333;0,407407407;820F2D6E2D44FCAE2AD6816C56EE9D9D2C2215D2;0,522445722
E3101Q;[E3101Q] INFORMATICA;B0B48A515FF810148776FDBA9BD3F0DB47FB8C98;24;13;25/09/2017;09/02/2017;228;0,49137931;0,8;0,481481481;B0B48A515FF810148776FDBA9BD3F0DB47FB8C98;0,522445722
E3002Q;[E3002Q] OTTICA E OPTOMETRIA;A88153C169164F176E724D0C7EF8AA098C7ADE89;25,4;13;23/11/2017;23/02/2017;273;0,588362069;0,846666667;0,481481481;A88153C169164F176E724D0C7EF8AA098C7ADE89;0,522431354
I0201D;[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);4B14A88938AEC0A49DE52BD408199C15179F1E1E;23;17;25/09/2017;09/01/2017;259;0,558189655;0,766666667;0,62962963;4B14A88938AEC0A49DE52BD408199C15179F1E1E;0,522421775
H4101D;[H4101D] MEDICINA E CHIRURGIA;6C2551AA054189BA40B08AF2526780DD733A3AD8;26;9;25/09/2017;21/02/2017;216;0,465517241;0,866666667;0,333333333;6C2551AA054189BA40B08AF2526780DD733A3AD8;0,522413793
E2004P;[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;A0BDB4DF80BCED3EE55A8A28EEFD351E8FC83735;26;12;26/09/2017;22/12/2016;278;0,599137931;0,866666667;0,444444444;A0BDB4DF80BCED3EE55A8A28EEFD351E8FC83735;0,522413793
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;8041C23F97BBD60C8EE37CED799D2F68966CB8F3;25,75;8;10/07/2017;19/01/2017;172;0,370689655;0,858333333;0,296296296;8041C23F97BBD60C8EE37CED799D2F68966CB8F3;0,522397829
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;B77960C93B28FB474647E74207733F0761C2F62D;27,16666667;8;11/07/2017;07/11/2016;246;0,530172414;0,905555556;0,296296296;B77960C93B28FB474647E74207733F0761C2F62D;0,522381865
E1801M;[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;D536DE1F3F1271AD99C51C3FC39C09CFDB49D547;25,57142857;10;28/08/2017;17/01/2017;223;0,480603448;0,852380952;0,37037037;D536DE1F3F1271AD99C51C3FC39C09CFDB49D547;0,522375023
E4101B;[E4101B] SCIENZE STATISTICHE ED ECONOMICHE;484ACBF69D1A999E0B08D0650991A0639DAC76FA;25,33333333;13;13/11/2017;15/02/2017;271;0,584051724;0,844444444;0,481481481;484ACBF69D1A999E0B08D0650991A0639DAC76FA;0,522357918
E1601N;[E1601N] SCIENZE DELL'ORGANIZZAZIONE;068B5C0AC5F58F53E5CC70A8241A299FA804754C;27,16666667;7;17/07/2017;14/12/2016;215;0,463362069;0,905555556;0,259259259;068B5C0AC5F58F53E5CC70A8241A299FA804754C;0,522341954
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;2D7EB1C94CD7C1C471B56ABCCC3B7530961AA811;27,2;7;19/06/2017;14/11/2016;217;0,467672414;0,906666667;0,259259259;2D7EB1C94CD7C1C471B56ABCCC3B7530961AA811;0,522338761
E1401A;[E1401A] SCIENZE DEI SERVIZI GIURIDICI;0469A7CD449A9381CBD1DE8CCC0626611AD08833;26,42857143;7;13/07/2017;23/01/2017;171;0,368534483;0,880952381;0,259259259;0469A7CD449A9381CBD1DE8CCC0626611AD08833;0,522332832
E1801M;[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;94DB4F2A1DB4A3DA7F7AFD251CFC4F2758AEA63F;26,42857143;7;13/07/2017;23/01/2017;171;0,368534483;0,880952381;0,259259259;94DB4F2A1DB4A3DA7F7AFD251CFC4F2758AEA63F;0,522332832
E3001Q;[E3001Q] FISICA;206BF64AF5CCBB7AFC4A3C7499585570E8B11A78;27,33333333;7;19/09/2017;06/02/2017;225;0,484913793;0,911111111;0,259259259;206BF64AF5CCBB7AFC4A3C7499585570E8B11A78;0,52232599
E1301Q;[E1301Q] SCIENZE BIOLOGICHE;B3C6BE99A9C28335A157D43340B3033F6C7C8659;27,125;8;20/09/2017;19/01/2017;244;0,525862069;0,904166667;0,296296296;B3C6BE99A9C28335A157D43340B3033F6C7C8659;0,52232599
E3101Q;[E3101Q] INFORMATICA;BE318542156226D0E20211273D2BE4575E82ECA7;27,4;7;19/09/2017;02/02/2017;229;0,493534483;0,913333333;0,259259259;BE318542156226D0E20211273D2BE4575E82ECA7;0,522319604
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;387FCD76B38DF3203F6891AB9BBB11BE5127C8D2;25,33333333;12;22/09/2017;10/01/2017;255;0,549568966;0,844444444;0,444444444;387FCD76B38DF3203F6891AB9BBB11BE5127C8D2;0,522318008
E1803M;[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI;42B8E441030E3F50E5F0208BF959A9B94C9156BD;25,33333333;11;19/09/2017;26/01/2017;236;0,50862069;0,844444444;0,407407407;42B8E441030E3F50E5F0208BF959A9B94C9156BD;0,522318008
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;38D053F88FF388F4DC384153F07FC6FC5D7AD25B;27,14285714;8;20/09/2017;18/01/2017;245;0,528017241;0,904761905;0,296296296;38D053F88FF388F4DC384153F07FC6FC5D7AD25B;0,522304324
E3301M;[E3301M] ECONOMIA E COMMERCIO;8C6DF864A7B8C8F9E2A4761A190351DDB01D5354;27,6;7;21/09/2017;23/01/2017;241;0,519396552;0,92;0,259259259;8C6DF864A7B8C8F9E2A4761A190351DDB01D5354;0,522300447
E2401P;[E2401P] SCIENZE E TECNICHE PSICOLOGICHE;10BADB27D6977F514FD3D79C206C40618B5D88D0;27,2;9;14/09/2017;16/12/2016;272;0,586206897;0,906666667;0,333333333;10BADB27D6977F514FD3D79C206C40618B5D88D0;0,522298851
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;C8C210E4414875FBF12F2E0382853ABC187DBD13;24,8;13;20/09/2017;09/01/2017;254;0,547413793;0,826666667;0,481481481;C8C210E4414875FBF12F2E0382853ABC187DBD13;0,522289272
F0901D;[F0901D] BIOTECNOLOGIE MEDICHE;5DFB31EC83583D3EC81E1569FDA11A2810223C1B;27,6;10;29/11/2017;25/01/2017;308;0,663793103;0,92;0,37037037;5DFB31EC83583D3EC81E1569FDA11A2810223C1B;0,522260536
E1301Q;[E1301Q] SCIENZE BIOLOGICHE;2E09A4CF0B5DF08D54EF2EF7623F027998A18B15;25,875;10;10/10/2017;16/02/2017;236;0,50862069;0,8625;0,37037037;2E09A4CF0B5DF08D54EF2EF7623F027998A18B15;0,522246169
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;2E2FD6E752A088843A223B2C6163BB7A91A87A67;25,25;11;21/09/2017;31/01/2017;233;0,502155172;0,841666667;0,407407407;2E2FD6E752A088843A223B2C6163BB7A91A87A67;0,522246169
F0601Q;[F0601Q] BIOLOGIA;DB588C5E5B15F09A5EED5231CB0ECDCBAB24271E;28,16666667;9;14/12/2017;31/01/2017;317;0,683189655;0,938888889;0,333333333;DB588C5E5B15F09A5EED5231CB0ECDCBAB24271E;0,522246169
G8501R;[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA;3D003C9579D2AAFCD535ECF9B4DAB7A2AA72C6ED;25,4;7;19/09/2017;01/06/2017;110;0,237068966;0,846666667;0,259259259;3D003C9579D2AAFCD535ECF9B4DAB7A2AA72C6ED;0,522231801
E1501N;[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE;831ADAD08C662EDA47077F4A7C6CF08419CBE3C8;27,14285714;7;17/07/2017;15/12/2016;214;0,461206897;0,904761905;0,259259259;831ADAD08C662EDA47077F4A7C6CF08419CBE3C8;0,522224503
E1801M;[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;39EA35F7B0903BAF8DE59BC5ED23E2ED1F818936;23;15;22/09/2017;02/02/2017;232;0,5;0,766666667;0,555555556;39EA35F7B0903BAF8DE59BC5ED23E2ED1F818936;0,522222222
E1803M;[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI;3BC3A3FDC0EBDDCAF0E728922841107C46B9851B;26,33333333;9;21/09/2017;01/02/2017;232;0,5;0,877777778;0,333333333;3BC3A3FDC0EBDDCAF0E728922841107C46B9851B;0,522222222
E1301Q;[E1301Q] SCIENZE BIOLOGICHE;F41446D7CAD11A112EC5A9DBE2EFCC237A038969;24,66666667;12;10/10/2017;20/02/2017;232;0,5;0,822222222;0,444444444;F41446D7CAD11A112EC5A9DBE2EFCC237A038969;0,522222222
E1901R;[E1901R] SCIENZE DELL'EDUCAZIONE;D9AD204C651B0AAEBCDB3DB496393B950E2ADD6B;26,28571429;7;30/06/2017;18/01/2017;163;0,351293103;0,876190476;0,259259259;D9AD204C651B0AAEBCDB3DB496393B950E2ADD6B;0,522186873
E1801M;[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI;532FBF1F272615C71A6F4A7A089DAF59AF5E429A;26,71428571;8;13/09/2017;02/02/2017;223;0,480603448;0,89047619;0,296296296;532FBF1F272615C71A6F4A7A089DAF59AF5E429A;0,522185733
E4101B;[E4101B] SCIENZE STATISTICHE ED ECONOMICHE;F0F0271A263F5480659FD52A652776AAB9172C8B;27,14285714;11;15/09/2017;14/11/2016;305;0,657327586;0,904761905;0,407407407;F0F0271A263F5480659FD52A652776AAB9172C8B;0,522184592
I0303D;[I0303D] TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA );A56F925936921FA328BE941B65BF111DADC19532;27;8;20/09/2017;25/01/2017;238;0,512931034;0,9;0,296296296;A56F925936921FA328BE941B65BF111DADC19532;0,522158365
E1803M;[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI;EB9404BEE1E7A0C038DE3BAF5BD3E2081C12E852;26,16666667;7;30/06/2017;25/01/2017;156;0,336206897;0,872222222;0,259259259;EB9404BEE1E7A0C038DE3BAF5BD3E2081C12E852;0,522158365
E3301M;[E3301M] ECONOMIA E COMMERCIO;A01A3E5751D086EA550E369B117F75601759FADD;25,42857143;8;28/06/2017;23/01/2017;156;0,336206897;0,847619048;0,296296296;A01A3E5751D086EA550E369B117F75601759FADD;0,522149243
581;[581] GIURISPRUDENZA;B3B6A2F431E78DB27EC5E9CC30795A6D752A6419;26,75;8;13/09/2017;31/01/2017;225;0,484913793;0,891666667;0,296296296;B3B6A2F431E78DB27EC5E9CC30795A6D752A6419;0,522142401
